cm_id,claim_id,start_date,end_date,pl,productmodel,partno,totalamount,program_number,program_name,descr,actual_activity,reseller,claim_status,business_type,activity_subtype,activity_subtype_id
60099,23519,2022-08-29T00:00:00.000+0000,2022-09-24T00:00:00.000+0000,MS- (544H8A),HyperXCloudXSilverHHSC2-CG-SL/G,4P5H8AA,182,HAIS-DH-X05522,D&H Adorama Sep Promo 08-29 2022 - 10-01-2022,undefined,Instant Savings,D&H,Approved,HyperX,Program,Advertising
40836,15389,2021-05-30T00:00:00.000+0000,2021-07-03T00:00:00.000+0000,2N- (7CC42AA),,,25000,11574,"Sponsored Products - Inkjet printers, Jun-Aug",MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS HW,Search,Sponsored_product
39649,15006,2019-12-01T00:00:00.000+0000,2019-12-22T00:00:00.000+0000,7T- (7CC62AA),,,34973.43,9381,ASP - CQ4'19 Printer Share Agreement,Sales goal Attainment,Margin Enhancement,Costco,Approved,HPS HW,Program,Other
61426,23941,2022-10-30T00:00:00.000+0000,2022-11-05T00:00:00.000+0000,MS- (544H8A),HyperXStingerCoreWPS5HHSS1C-KB-WT/G,4P5J1AA,24,HAIS-DH-X00423,D&H Beach Camera Nov Promo 10-30 2022 - 12-03-2022,undefined,Instant Savings,D&H,Approved,HyperX,UNKNOWN,UNKNOWN
22657,7610,2019-09-29T00:00:00.000+0000,2019-10-05T00:00:00.000+0000,4H- (7CC47AA),OJ 3830 AiO,K7V40A,600,8638,"Trade in and Recycle - HPS H2, 2019 ",SPECIAL NEGOTIATED DISCOUNT,IR program,Best Buy,Approved,HPS HW,Program,Other
22670,7610,2019-09-29T00:00:00.000+0000,2019-10-05T00:00:00.000+0000,DU- (7CC74AA),OJ 250 Mobile AiO,CZ992A,57,8638,"Trade in and Recycle - HPS H2, 2019 ",SPECIAL NEGOTIATED DISCOUNT,IR program,Best Buy,Approved,HPS HW,Program,Other
55653,22129,2022-10-31T00:00:00.000+0000,2022-11-26T00:00:00.000+0000,1M- (4XM00A),,,100000,AOM-BB-D13922,Best Buy 1H'23 Ryzen 5 AIO End Cap AMD OPM,undefined,Other Peoples Money,Best Buy,Approved,PC,Program,Endcap
22666,7610,2019-09-29T00:00:00.000+0000,2019-10-05T00:00:00.000+0000,7T- (7CC62AA),HP OfficeJet Pro 8025 All-in-One Printer,1KR57A,153,8638,"Trade in and Recycle - HPS H2, 2019 ",SPECIAL NEGOTIATED DISCOUNT,IR program,Best Buy,Approved,HPS HW,Program,Other
59097,23139,2022-02-01T00:00:00.000+0000,2022-04-30T00:00:00.000+0000,KV- (4XM40A),,,11915.16,AOR-WM-M02522,Walmart Better Buying Program True Up Q2'22,undefined,MIR,Wal-Mart,Approved,PC,Program,Other
43387,16117,2022-02-27T00:00:00.000+0000,2022-03-05T00:00:00.000+0000,7T- (7CC62AA),,,8000,12130,USA Today Adv- Week 10 ,MARKET DEVELOPMENT FUNDS,Ad Funding,Staples,Reversed,HPS HW,Trad_media,Print
26746,8610,2020-02-16T00:00:00.000+0000,2020-02-22T00:00:00.000+0000,8A- (7CC63AA),HP Color LaserJet Pro MFP M479fdw Prntr,W1A80A,360,9816 ,"Trade in and Recycle - Jan-Mar, 2020 OPS ",SPECIAL NEGOTIATED DISCOUNT,IR,Best Buy,Approved,OPS HW,Program,Other
50390,20185,2022-06-30T00:00:00.000+0000,2022-07-31T00:00:00.000+0000,5M- (7CC52AA),ENVY6065E,223N5A,10484.3,12224,ASP - HSN QVC Envy 6065e Airings ,undefined,Pay for Performance 2nd Tier,New Age,Approved,HPS HW,Program,Other
50921,20387,2022-07-31T00:00:00.000+0000,2022-08-27T00:00:00.000+0000,LG,,,20000,12322,HP Landing Page - July - HP Tanks,undefined,Ad Funding,Best Buy,Approved,HPS HW,Program,Landing_page
51910,19329,2022-03-13T00:00:00.000+0000,2022-03-19T00:00:00.000+0000,MS- (544H8A),HyperXAlloyElite2RedHKBE2X-1X-/G,4P5N3AA,494,HAIS-MC-X00422,Micro Center March Promo 2/27/2022-4/2/2022,undefined,Instant Savings,Microcenter,Approved,HyperX,UNKNOWN,UNKNOWN
51929,19329,2022-03-20T00:00:00.000+0000,2022-03-26T00:00:00.000+0000,MS- (544H8A),HyperXCloudFlightHX-HSCF-BK/AM,4P5L4AA,152,HAIS-MC-X00422,Micro Center March Promo 2/27/2022-4/2/2022,undefined,Instant Savings,Microcenter,Approved,HyperX,UNKNOWN,UNKNOWN
50930,20359,2022-07-31T00:00:00.000+0000,2022-07-31T00:00:00.000+0000,MS- (544H8A),HyperXPuddingKeycapsHKCPXA-BK/G,4P5P4AA,79.99,HAIS-AM-X00622,Amazon Promo 7-31 to 9-3-22		,undefined,Instant Savings,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
51889,19329,2022-02-27T00:00:00.000+0000,2022-03-05T00:00:00.000+0000,MS- (544H8A),HyperXAlloyOriginsRedHX-KB6RDX,4P4F6AA,240,HAIS-MC-X00422,Micro Center March Promo 2/27/2022-4/2/2022,undefined,Instant Savings,Microcenter,Approved,HyperX,UNKNOWN,UNKNOWN
51908,19329,2022-03-13T00:00:00.000+0000,2022-03-19T00:00:00.000+0000,MS- (544H8A),HyperXAlloyOriginsCoreHX-KB7BLX,4P5P2AA,138,HAIS-MC-X00422,Micro Center March Promo 2/27/2022-4/2/2022,undefined,Instant Savings,Microcenter,Approved,HyperX,UNKNOWN,UNKNOWN
51897,19329,2022-03-06T00:00:00.000+0000,2022-03-12T00:00:00.000+0000,MS- (544H8A),HyperXAlloyOriginsCoreHX-KB7AQX-US,4P5P1AA,150,HAIS-MC-X00422,Micro Center March Promo 2/27/2022-4/2/2022,undefined,Instant Savings,Microcenter,Approved,HyperX,UNKNOWN,UNKNOWN
46841,18710,2022-03-20T00:00:00.000+0000,2022-03-26T00:00:00.000+0000,MS- (544H8A),HyperXCloudFlightHX-HSCF-BK/AM,4P5L4AA,32.01,HAMC-AM-X02322,Amazon Promos 3-20 to 3-26,undefined,Meet Competition,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
47497,19011,2022-05-01T00:00:00.000+0000,2022-05-31T00:00:00.000+0000,MS- (544H8A),HyperXPulsefireHasteBlkHMSH1-A-BK/G,4P5P9AA,515.61,HAMC-DH-X01022,Barnes and Noble via D&H HyperX Meet Comp ,undefined,Meet Competition,D&H,Approved,HyperX,UNKNOWN,UNKNOWN
42933,15890,2021-12-06T00:00:00.000+0000,2021-12-19T00:00:00.000+0000,5M- (7CC52AA),,,300000,11834,HP+ printer end caps,MARKET DEVELOPMENT FUNDS,In-Store Merchandising Enhancement,Costco,Approved,HPS HW,Program,Endcap
51925,19329,2022-03-20T00:00:00.000+0000,2022-03-26T00:00:00.000+0000,MS- (544H8A),HyperXPulsefireCoreBlackHX-MC004B,4P4F8AA,25,HAIS-MC-X00422,Micro Center March Promo 2/27/2022-4/2/2022,undefined,Instant Savings,Microcenter,Approved,HyperX,UNKNOWN,UNKNOWN
47452,19004,2022-01-01T00:00:00.000+0000,2022-03-31T00:00:00.000+0000,2N- (7CC42AA),,,1237.74,12029,New Age Stay Healthy - Jan - Mar 2022,undefined,Margin Enhancement,New Age,Approved,HPS HW,UNKNOWN,UNKNOWN
25781,7980,2020-02-09T00:00:00.000+0000,2020-02-15T00:00:00.000+0000,5M- (7CC52AA),ENVY 7855 Photo,K7R96A,3540,9875,Trade-in Program for BTB,SPECIAL NEGOTIATED DISCOUNT,MIR,Office Depot,Approved,HPS HW,BTB,BTB
53648,21438,2022-10-09T00:00:00.000+0000,2022-10-15T00:00:00.000+0000,1M- (4XM00A),TE01-3066,319N2AA,2800,AAD-OD-D10222,FQ422DTAdSupportProgram,undefined,Ad Funding,Office Depot,Approved,PC,,
50504,20222,2022-07-01T00:00:00.000+0000,2022-07-31T00:00:00.000+0000,MS- (544H8A),HyperXAlloyOrigins65HKBO1T-RD-NO,4P5D6AA,46,HAIS-DH-X01022 ,Marines via D&H 6.1.22 to 8.31.22,undefined,Instant Savings,D&H,Approved,HyperX,UNKNOWN,UNKNOWN
53487,21359,2022-10-02T00:00:00.000+0000,2022-10-08T00:00:00.000+0000,LG-(390S3AA),LaserJet Tank MFP 2604sdw,381V1A,30,12680,Recycle Program - Tanks,undefined,IR,Best Buy,Approved,HPS HW,Program,Other
53725,21468,2022-07-31T00:00:00.000+0000,2022-07-31T00:00:00.000+0000,1M- (4XM00A),24-DF1224,1J7P6AA,12900,AIS-BB-D04722,Best Buy Cycle IRs_AIO_Q3'22,undefined,Instant Savings,Best Buy,Approved,PC,UNKNOWN,UNKNOWN
43023,16014,2021-10-01T00:00:00.000+0000,2021-12-31T00:00:00.000+0000,IR -(7RB50A),,,4067.56,11633,H2 2021 Strategic Growth Benefits (IR/GC),Sales goal Attainment,Stretch Goal,Office Depot,Approved,HPS HW,,
60059,23509,2023-01-09T00:00:00.000+0000,2023-01-31T00:00:00.000+0000,MS- (544H8A),HyperXStingerCoreW+7.1HHSS1C-BA-BK/G,4P4F0AA,3.6,HAIS-DH-X08523,Adorama Pricing 1/1/2023 to 4/30/2023,undefined,Instant Savings,D&H,Approved,HyperX,UNKNOWN,UNKNOWN
47590,19054,2022-03-01T00:00:00.000+0000,2022-03-31T00:00:00.000+0000,5M- (7CC52AA),Envy 7255e,1W2Y9A,1106,12185,ASP - HSN QVC Envy Inspire 7255e,undefined,Pay for Performance 2nd Tier,New Age,Approved,HPS HW,Program,Other
24635,8109,2020-02-02T00:00:00.000+0000,2020-02-29T00:00:00.000+0000,4H- (7CC47AA),OJ 3830 AiO,K7V40A,50000,9736,HP Shipper Space in Racetrack - Feb ,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS HW,,
60064,23509,2023-01-09T00:00:00.000+0000,2023-01-31T00:00:00.000+0000,MS- (544H8A),HyperXCloudIIRedKHX-HSCP-RD,4P5M0AA,-4.5,HAIS-DH-X08523,Adorama Pricing 1/1/2023 to 4/30/2023,undefined,Instant Savings,D&H,Approved,HyperX,UNKNOWN,UNKNOWN
41041,15458,2020-11-22T00:00:00.000+0000,2020-11-30T00:00:00.000+0000,5M- (7CC52AA),ENVY 6255 Photo,K7G18A,2020,11122,CP: ENVY 6255 IR,SPECIAL NEGOTIATED DISCOUNT,IR program,Amazon,Approved,HPS HW,UNKNOWN,UNKNOWN
51062,19774,2021-12-26T00:00:00.000+0000,2022-06-25T00:00:00.000+0000,2N- (7CC42AA),,,72357.42,12047,Staples 1H 2022 Adoption Benefit,undefined,Margin Enhancement,Staples,Approved,HPS HW,Program,Advertising
61245,23911,2022-10-09T00:00:00.000+0000,2022-10-09T00:00:00.000+0000,KV- (4XM40A),,,50347.44,AOR-TG-N21022,Target Fall 2022 PRS Store Set Labor,undefined,Other Retailer Payments,Target,Approved,PC,UNKNOWN,UNKNOWN
54777,21590,2022-02-01T00:00:00.000+0000,2022-03-31T00:00:00.000+0000,1N- (7CC38AA),,,16666.66,12169,Amazon Global VM Program,undefined,Stretch Goal,Amazon,Approved,Ink and Media,Program,Other
39961,15150,2021-03-01T00:00:00.000+0000,2021-03-31T00:00:00.000+0000,GP- (7CD00AA),,,70056.3,11264,Q2' 21 Toner CRM Email Campaigns,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,Toner,Email,Email
53546,21401,2022-08-21T00:00:00.000+0000,2022-08-27T00:00:00.000+0000,MS- (544H8A),HyperXCloudXStingerCWHHSS1C-DG-GY/G,4P5J0AA,492,HAIS-TG-X01222,48690AugPromo,undefined,Instant Savings,Target,Approved,HyperX,UNKNOWN,UNKNOWN
36355,14290,2019-10-20T00:00:00.000+0000,2019-10-26T00:00:00.000+0000,7T- (7CC62AA),HP OfficeJet Pro 9015 AiO Printer,1KR42A,225,8979,Bundle Program - FY'20 Sep - Nov ,SPECIAL NEGOTIATED DISCOUNT,IR program,Best Buy,Approved,HPS HW,Program,Other
54487,21681,2022-10-02T00:00:00.000+0000,2022-10-29T00:00:00.000+0000,2G- (7RB34A),,,7000,AAD-BB-M04522,BBY 2022 - 2023 Always On Marketing Program,undefined,Ad Funding,Best Buy,Approved,PC,Program,Advertising
40569,15305,2021-02-01T00:00:00.000+0000,2021-04-30T00:00:00.000+0000,GK- (7CC97AA),,,6747.61,11273,Q2 21 Maintain/Grow Share - Toner,Sales goal Attainment,Stretch Goal,Amazon,Approved,Toner,UNKNOWN,UNKNOWN
44715,17226,2022-01-01T00:00:00.000+0000,2022-01-31T00:00:00.000+0000,DU- (7CC74AA),,,1562.33,11810,HPS - Amazon A+ Premium - (Oct-Mar),MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,HPS HW,,
40568,15305,2021-02-01T00:00:00.000+0000,2021-04-30T00:00:00.000+0000,GJ- (7CC96AA),,,147348.05,11273,Q2 21 Maintain/Grow Share - Toner,Sales goal Attainment,Stretch Goal,Amazon,Approved,Toner,UNKNOWN,UNKNOWN
24002,7963,2020-01-01T00:00:00.000+0000,2020-01-29T00:00:00.000+0000,7T- (7CC62AA),HP OJ Pro 8035 Basalt HSN Bundle,7WR70A,50,8797,CP: HSN QVC OJ Pro 8035 BTS Promo,Sales goal Attainment,Pay for Performance,New Age,Approved,HPS HW,BTS,BTS
44725,17226,2022-03-01T00:00:00.000+0000,2022-03-31T00:00:00.000+0000,DU- (7CC74AA),,,1562.34,11810,HPS - Amazon A+ Premium - (Oct-Mar),MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,HPS HW,,
37163,14463,2020-08-30T00:00:00.000+0000,2020-10-03T00:00:00.000+0000,5M- (7CC52AA),,,256516,10786,Margin Enhancement Program FY'21-H2 Sep-Nov,Sales goal Attainment,Margin Enhancement,Best Buy,Approved,HPS HW,,
46696,18657,2022-04-15T00:00:00.000+0000,2022-04-15T00:00:00.000+0000,1M- (4XM00A),,,255500,AEL-2X-D03722,Desktop EOL Spring 2022,undefined,End Of Life,Best Buy,Approved,PC,UNKNOWN,UNKNOWN
46772,18682,2022-04-03T00:00:00.000+0000,2022-04-09T00:00:00.000+0000,MS- (544H8A),HyperXAlloyElite2RedHKBE2X-1X-/G,4P5N3AA,4857.92,HAMC-AM-X03022,Amazon Promos 4-3 to 4-9,undefined,Meet Competition,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
55873,22225,2022-08-29T00:00:00.000+0000,2022-09-09T00:00:00.000+0000,1M- (4XM00A),TG01-2070,,320,,,,,,,,UNKNOWN,UNKNOWN
54155,21360,2022-04-27T00:00:00.000+0000,2022-06-30T00:00:00.000+0000,1M- (4XM00A),24-CB0017C,318C7AA,126540.12,AIS-CO-D10921,Costco Desktop C2'21 Holiday IR Program,undefined,Instant Savings,Costco,Approved,PC,Holiday,Holiday
48944,19574,2021-07-04T00:00:00.000+0000,2021-09-12T00:00:00.000+0000,KV- (4XM40A),,,38640,AEL-2X-N10022,FQ3'22 Notebook EOL Program,undefined,End Of Life,Best Buy,Approved,PC,Program,Other
25826,8200,2020-01-20T00:00:00.000+0000,2020-01-24T00:00:00.000+0000,8A- (7CC63AA),HP LaserJet Pro M404dn Printer,W1A53A,6700,10039,OPS - Amazon Printer Store Blbd - LJP,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,OPS HW,Program,Billboard
40704,15349,2020-11-03T00:00:00.000+0000,2021-01-31T00:00:00.000+0000,5M- (7CC52AA),HP Envy Pro 6455 AiO Printer,5SE45A,7000,11109,ASP - NEXCOM Q1'21 Contra Funding,Sales goal Attainment,Pay for Performance 2nd Tier,New Age,Approved,HPS HW,Program,Advertising
22409,7583,2019-12-01T00:00:00.000+0000,2019-12-07T00:00:00.000+0000,4H- (7CC47AA),OJ 3830 AiO,K7V40A,2600,9422,Bundle Program - FY'20 Dec - Feb,SPECIAL NEGOTIATED DISCOUNT,IR program,Best Buy,Approved,HPS HW,Program,Other
46692,18609,2022-03-07T00:00:00.000+0000,2022-03-07T00:00:00.000+0000,MS- (544H8A),HyperXCloudIIWirelessHHSC2X-BA-RD/G,4P5K4AA,5143,HAMC-AM-X02022,Amazon Promos 3-7 to 3-7,undefined,Meet Competition,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
60077,23516,2023-01-10T00:00:00.000+0000,2023-01-31T00:00:00.000+0000,MS- (544H8A),HyperXAlloyOriginsRedHX-KB6RDX,4P4F6AA,28.88,HAIS-DH-X10623,Belong Gaming via D&H 1.1.23- 4.30.23,undefined,Instant Savings,D&H,Approved,HyperX,UNKNOWN,UNKNOWN
24556,8112,2020-02-02T00:00:00.000+0000,2020-02-08T00:00:00.000+0000,5M- (7CC52AA),ENVY 7155 Photo (BB),Z3M52A,20000,9008,Ad Funds - Inkjet Printers FY'20 H12,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS HW,Program,Advertising
46976,17388,2022-03-13T00:00:00.000+0000,2022-03-19T00:00:00.000+0000,MS- (544H8A),HyperXPulsefireRaidBlackHX-MC005B,4P5Q3AA,824.72,HAMC-AM-X02122,Amazon Promos 3-13 to 3-19,undefined,MIR,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
51044,20451,2022-07-01T00:00:00.000+0000,2022-07-31T00:00:00.000+0000,KV- (4XM40A),,,14072,AOR-NA-M05322,Broadcast Host Program (22C2),undefined,Other Retailer Payments,New Age,Approved,PC,Program,Other
25832,8200,2020-01-20T00:00:00.000+0000,2020-01-24T00:00:00.000+0000,8A- (7CC63AA),HP Color LaserJet Pro MFP M479fdw Prntr,W1A80A,6700,10039,OPS - Amazon Printer Store Blbd - LJP,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,OPS HW,Program,Billboard
54468,21670,2022-08-22T00:00:00.000+0000,2022-09-21T00:00:00.000+0000,KV- (4XM40A),15-DW3058CL,3B0F2UA,2140,AEL-2X-N10022,FQ3'22 Notebook EOL Program,undefined,End Of Life,Sams Club,Approved,PC,Program,Other
36886,14409,2020-08-07T00:00:00.000+0000,2020-09-18T00:00:00.000+0000,8A- (7CC63AA),HP LaserJet Pro M404n Printer,W1A52A,30000,10750,ASP: OPS Amazon BTS Business Event,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,OPS HW,BTS,BTS
58331,22899,2022-05-15T00:00:00.000+0000,2022-05-21T00:00:00.000+0000,MS- (544H8A),HyperXCloudXSilverHHSC2-CG-SL/G,4P5H8AA,1356,HAIS-GS-X00522,GameStop May Promo 01/05/2022 - 04/06/2022,undefined,Instant Savings,GameStop,Approved,HyperX,UNKNOWN,UNKNOWN
32995,12208,2020-08-02T00:00:00.000+0000,2020-08-29T00:00:00.000+0000,1N- (7CC38AA),,,20000,10173 ,BBY Always On Online Banners HP Ink ,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS INK,Display,Banner
38842,14833,2021-01-03T00:00:00.000+0000,2021-01-30T00:00:00.000+0000,DU- (7CC74AA),,,2898.55,10798 ,Sponsored Products - Inkjet printers - H2,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS HW,Search,Sponsored_product
60866,23802,2022-12-04T00:00:00.000+0000,2022-12-31T00:00:00.000+0000,2G- (7RB34A),HP V24i G5 FHD MNTR ALL,65P58AA,10290,AAD-OD-M10122,BFCMProgramFunding,undefined,Ad Funding,Office Depot,Approved,PC,Program,Advertising
55529,22076,2022-10-30T00:00:00.000+0000,2022-11-26T00:00:00.000+0000,LE- (390S6AA),,,33333,12573,Ad Funds - HPS Laser Sep-Nov,undefined,Ad Funding,Best Buy,Approved,HPS HW,Program,Advertising
60792,23154,2022-11-01T00:00:00.000+0000,2022-11-30T00:00:00.000+0000,KV- (4XM40A),14-dy2079nr,66A08UA,14850,AMC-NA-M12722,Conns Via NAE Meet Comp H1'23,undefined,Meet Competition,New Age,Approved,PC,UNKNOWN,UNKNOWN
41824,15693,2021-08-30T00:00:00.000+0000,2021-09-06T00:00:00.000+0000,IR -(7RB50A),HP Neverstop Laser 1001nw Printer,5HG80A,30000,11689 ,Ad Funds - HPS Laser Printers Sep-Nov,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS HW,Program,Advertising
32503,12104,2020-06-01T00:00:00.000+0000,2020-06-06T00:00:00.000+0000,2N- (7CC42AA),,,136.2,10461,ASP New Age Stay Healthy - April - June 2020,Sales goal Attainment,Margin Enhancement,New Age,Approved,HPS HW,Program,Other
41507,15586,2021-08-01T00:00:00.000+0000,2021-08-28T00:00:00.000+0000,C5- (7CC72AA),,,1666.67,11377,Paid Search - Laser ,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,OPS HW A4 & Scanners,Search,Search
50966,20412,2022-08-15T00:00:00.000+0000,2022-08-21T00:00:00.000+0000,1M- (4XM00A),24-cb1217c,1J9B6AA,7850,AEL-2X-D06722,FQ2'22 DT $10M EOL Program,undefined,End Of Life,Costco,Approved,PC,Program,Other
39554,15030,2020-11-03T00:00:00.000+0000,2021-01-31T00:00:00.000+0000,2N- (7CC42AA),HP DeskJet 2755 AiO Printer,3XV17A,10000,11108,ASP - AAFES FYQ1'21 Contra Funding,Sales goal Attainment,Pay for Performance 2nd Tier,New Age,Approved,HPS HW,Program,Advertising
48588,19418,2022-01-17T00:00:00.000+0000,2022-01-30T00:00:00.000+0000,MS- (544H8A),HyperXAlloyOriginsBlueHX-KB6BLX,4P5P0AA,1673.25,HAMC-AM-X01422,Amazon Promos 1-17 to 1-30		,undefined,Meet Competition,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
47232,18921,null,null,,,,0,,,,,,,,UNKNOWN,UNKNOWN
60789,23154,2022-11-01T00:00:00.000+0000,2022-11-30T00:00:00.000+0000,1M- (4XM00A),27-CA1031,318J4AA,1080,AMC-NA-M12722,Conns Via NAE Meet Comp H1'23,undefined,Meet Competition,New Age,Approved,PC,UNKNOWN,UNKNOWN
23209,7770,2019-12-29T00:00:00.000+0000,2020-01-11T00:00:00.000+0000,8A- (7CC63AA),HP LaserJet Pro MFP M428fdw Printer,W1A30A,69160,9933,Instore IR for the M428fdw,SPECIAL NEGOTIATED DISCOUNT,MIR,Office Depot,Approved,OPS HW,UNKNOWN,UNKNOWN
52839,21026,2022-05-01T00:00:00.000+0000,2022-05-31T00:00:00.000+0000,30-(7CC45AA),,,15000,1030,Large Format- AVS program,undefined,Ad Funding,Amazon,Approved,Large Format Design,,
55564,22079,2022-10-16T00:00:00.000+0000,2022-11-15T00:00:00.000+0000,LE- (390S6AA),LJ M209dwe,6GW62E,83457,12715,Staples LaserJet Displays,undefined,In-Store Merchandising Enhancement,Staples,Approved,HPS HW,Display,Display
38838,14833,2021-01-03T00:00:00.000+0000,2021-01-30T00:00:00.000+0000,2N- (7CC42AA),,,9420.3,10798 ,Sponsored Products - Inkjet printers - H2,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS HW,Search,Sponsored_product
55479,21996,2022-02-27T00:00:00.000+0000,2022-03-05T00:00:00.000+0000,MS- (544H8A),HyperXAlloyElite2RedHKBE2X-1X-/G,4P5N3AA,195,HAMC-BB-X01522,Best Buy Promotions 2/27 - 3/5,undefined,MIR,Best Buy,Approved,HyperX,UNKNOWN,UNKNOWN
48875,19540,2022-05-28T00:00:00.000+0000,2022-06-12T00:00:00.000+0000,KV- (4XM40A),15-DW3045CL,50U07UA,100200,AEL-2X-N10022,FQ3'22 Notebook EOL Program,undefined,End Of Life,Costco,Approved,PC,Program,Other
60379,23650,2022-09-02T00:00:00.000+0000,2022-09-24T00:00:00.000+0000,MS- (544H8A),HyperXPulsefireSurgeBlackHX-MC002B,4P5Q1AA,52.8,HAIS-MS-X00622,MICROSOFT Sep Promo  09-02 2022 - 09-24-2022,undefined,Instant Savings,Microsoft,Approved,HyperX,UNKNOWN,UNKNOWN
52127,20855,2022-08-01T00:00:00.000+0000,2022-08-31T00:00:00.000+0000,KV- (4XM40A),15-DY2046NR,50V75UA,5480,AME-DH-N15022,D&H / Follett H222 Margin Enhancement Program,undefined,PC Margin Enhancement,D&H,Approved,PC,,
48224,19313,2022-02-01T00:00:00.000+0000,2022-04-30T00:00:00.000+0000,GC - (7CC91AA),,,-150.66,12148,ASP Target - HP Feb-April E&E Contribution,undefined,Stretch Goal,Target,Approved,HPS HW,Program,Other
52142,15985,2020-04-15T00:00:00.000+0000,2020-05-10T00:00:00.000+0000,4H- (7CC47AA),HP OfficeJet 5258 AiO Printer,M2U84A,1026.6,9770,ASP: Costco April MVM OJ 52588,SPECIAL NEGOTIATED DISCOUNT,IR program,Costco,Cancelled,HPS HW,Program,Other
55617,22109,2022-08-01T00:00:00.000+0000,2022-10-31T00:00:00.000+0000,5M- (7CC52AA),,,5000,12464,ASP - RC Willey Quarterly Funding,undefined,Ad Funding,New Age,Approved,HPS HW,Program,Advertising
52283,20878,2022-07-03T00:00:00.000+0000,2022-07-16T00:00:00.000+0000,MS- (544H8A),HyperXCloudIIGunmetalKHX-HSCP-GM,4P5L9AA,876,HAIS-MC-X00622,Micro Center July Promo 7/3/2022-7/30/2022		,undefined,Instant Savings,Microcenter,Approved,HyperX,UNKNOWN,UNKNOWN
52289,20878,2022-07-03T00:00:00.000+0000,2022-07-09T00:00:00.000+0000,MS- (544H8A),HyperXAlloyOriginsCoreHX-KB7AQX-US,4P5P1AA,300,HAIS-MC-X00622,Micro Center July Promo 7/3/2022-7/30/2022		,undefined,Instant Savings,Microcenter,Approved,HyperX,UNKNOWN,UNKNOWN
52261,20878,2022-07-24T00:00:00.000+0000,2022-07-30T00:00:00.000+0000,MS- (544H8A),HyperXStingerCoreW+7.1HHSS1C-BA-BK/G,4P4F0AA,180,HAIS-MC-X00622,Micro Center July Promo 7/3/2022-7/30/2022		,undefined,Instant Savings,Microcenter,Approved,HyperX,UNKNOWN,UNKNOWN
52285,20878,2022-07-10T00:00:00.000+0000,2022-07-16T00:00:00.000+0000,MS- (544H8A),HyperXAlloyElite2RedHKBE2X-1X-/G,4P5N3AA,200,HAIS-MC-X00622,Micro Center July Promo 7/3/2022-7/30/2022		,undefined,Instant Savings,Microcenter,Approved,HyperX,UNKNOWN,UNKNOWN
60630,23732,2022-06-19T00:00:00.000+0000,2022-06-25T00:00:00.000+0000,MS- (544H8A),HyperXCloudXSilverHHSC2-CG-SL/G,4P5H8AA,64,HAIS-DH-A01922,Fred Meyer Promo 5/29 to 7/2,undefined,Instant Savings,D&H,Approved,HyperX,UNKNOWN,UNKNOWN
38853,14837,2021-01-18T00:00:00.000+0000,2021-01-24T00:00:00.000+0000,8A- (7CC63AA),HP Color LaserJet Pro MFP M479fdw Prntr,W1A80A,20000,10803,Ad Funds - OPS Laser FY'21 H2,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,OPS HW A4 & Scanners,Program,Advertising
39461,15001,2021-01-31T00:00:00.000+0000,2021-02-27T00:00:00.000+0000,7T- (7CC62AA),,,400000,11269,OJPro Demo Returns Avoidance ,SPECIAL NEGOTIATED DISCOUNT,Ad Funding,Best Buy,Approved,HPS HW,,
56216,22369,2022-11-27T00:00:00.000+0000,2022-12-03T00:00:00.000+0000,7T- (7CC62AA),,,15000,12757,ROPWeek49,undefined,Ad Funding,Office Depot,Approved,HPS HW,,
50563,20056,2022-07-18T00:00:00.000+0000,2022-07-31T00:00:00.000+0000,KV- (4XM40A),14-DQ2053CL,50V33UA,35465,AIS-CO-N12022,Costco C1'22 Warehouse NB IR Program ,undefined,Instant Savings,Costco,Approved,PC,Program,Other
31218,11051,2019-07-14T00:00:00.000+0000,2019-07-20T00:00:00.000+0000,DU- (7CC74AA),OJP 7740 WF AiO,G5J38A,45,8731,Bundle Program - FY'20 Jun - Aug,SPECIAL NEGOTIATED DISCOUNT,IR program,Best Buy,Approved,HPS HW,Program,Other
