cm_id,claim_id,start_date,end_date,pl,productmodel,partno,totalamount,program_number,program_name,descr,actual_activity,reseller,claim_status,business_type,activity_subtype,activity_subtype_id
32956,12194,2020-08-02T00:00:00.000+0000,2020-08-29T00:00:00.000+0000,GC - (7CC91AA),,,4000,10306,Always On Banners FY'21 H1 ,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS HW,Display,Banner
38292,14695,2020-12-04T00:00:00.000+0000,2020-12-31T00:00:00.000+0000,7T- (7CC62AA),,,100000,11170,Staples December Top Rail/Search Program,MARKET DEVELOPMENT FUNDS,Ad Funding,Staples,Approved,HPS HW,Search,Search
40934,15419,2021-06-01T00:00:00.000+0000,2021-06-30T00:00:00.000+0000,L9-(390S5AA),,,405,11562,ASP: HPS - AVS program - 2H 2021,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,HPS HW,,
40783,15307,2021-04-01T00:00:00.000+0000,2021-04-30T00:00:00.000+0000,1N- (7CC38AA),,,267351.97,11271,Q2 21 CX 1% Ink Program,Sales goal Attainment,Stretch Goal,Amazon,Approved,Ink and Media,Program,Other
40933,15419,2021-06-01T00:00:00.000+0000,2021-06-30T00:00:00.000+0000,2Q- (7CC44AA),,,1546.34,11562,ASP: HPS - AVS program - 2H 2021,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,HPS HW,,
50684,19533,2022-04-03T00:00:00.000+0000,2022-04-30T00:00:00.000+0000,2N- (7CC42AA),,,150000,12113,ASP: HPS CE Showcase Silver,undefined,Ad Funding,Amazon,Approved,HPS HW,Program,Showcase
32372,12089,2020-07-01T00:00:00.000+0000,2020-07-31T00:00:00.000+0000,G0 - (7CC88AA),,,135,10452,Toner A+ Premium Content,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,HPS Toner,,
40785,15307,2021-04-01T00:00:00.000+0000,2021-04-30T00:00:00.000+0000,GM- (7CC99AA),,,84.06,11271,Q2 21 CX 1% Ink Program,Sales goal Attainment,Stretch Goal,Amazon,Approved,Ink and Media,Program,Other
61470,23961,2022-11-01T00:00:00.000+0000,2023-01-31T00:00:00.000+0000,7T- (7CC62AA),,,2358.33,12848,ASP Essendant Q1'23 Margin Enhancement,undefined,Margin Enhancement,Essendant,Approved,HPS HW,,
29897,9967,2020-06-21T00:00:00.000+0000,2020-06-27T00:00:00.000+0000,IR -(7RB50A),HP Neverstop Laser MFP 1202w Printer,5HG92A,28207,10632,ASP: HPS Amazon Printer Store Billboard,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,HPS HW,Program,Billboard
38138,14661,2020-11-01T00:00:00.000+0000,2020-11-30T00:00:00.000+0000,2N- (7CC42AA),,,13323.61,10952,New Age Stay Healthy - Oct - Dec 2020,Sales goal Attainment,Margin Enhancement,New Age,Approved,HPS HW,UNKNOWN,UNKNOWN
38142,14661,2020-11-01T00:00:00.000+0000,2020-11-30T00:00:00.000+0000,7T- (7CC62AA),,,7098.3,10952,New Age Stay Healthy - Oct - Dec 2020,Sales goal Attainment,Margin Enhancement,New Age,Approved,HPS HW,UNKNOWN,UNKNOWN
44762,17239,2021-10-10T00:00:00.000+0000,2021-12-31T00:00:00.000+0000,KV- (4XM40A),11-AK0030NR,47X72UA,3270,AAD-NA-N17221 ,New Age - Conn's C2'21 Ad Support,undefined,Ad Funding,New Age,Cancelled,PC,,
57206,22584,2022-11-25T00:00:00.000+0000,2022-11-26T00:00:00.000+0000,MS- (544H8A),B0B3YBMQKP,639N4AA,126.84,HAIS-AM-X00123,Amazon Promo 10-30 to 12-3-22,undefined,Instant Savings,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
41102,15476,2021-05-09T00:00:00.000+0000,2021-06-27T00:00:00.000+0000,7T- (7CC62AA),HP OfficeJet Pro 8035 All-in-One Printer,5LJ23A,833,11552,MICR ENVY/OJP/DJ EOL Sales Contest,MARKET DEVELOPMENT FUNDS,SPIFF,Microcenter,Approved,HPS HW,UNKNOWN,UNKNOWN
41294,15524,2021-04-01T00:00:00.000+0000,2021-06-30T00:00:00.000+0000,DU- (7CC74AA),,,21031.66,11215,H1 2021 IPS Growth Program,Sales goal Attainment,Stretch Goal,Office Depot,Approved,HPS HW,,
36463,14284,2020-05-03T00:00:00.000+0000,2020-07-25T00:00:00.000+0000,GD- (7CC92AA),,,347158,10555,II - non-supplies basket gap May20 - Jul20,Sales goal Attainment,Stretch Goal,Staples,Approved,HPS INK,UNKNOWN,UNKNOWN
57204,22584,2022-11-25T00:00:00.000+0000,2022-11-26T00:00:00.000+0000,MS- (544H8A),B0B5M2K3ZG,639N6AA,940.01,HAIS-AM-X00123,Amazon Promo 10-30 to 12-3-22,undefined,Instant Savings,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
57224,22584,2022-11-25T00:00:00.000+0000,2022-11-26T00:00:00.000+0000,MS- (544H8A),HyperXCloudAlphaSBlkHX-HSCAS-BK/WW,4P5L2AA,11707.92,HAIS-AM-X00123,Amazon Promo 10-30 to 12-3-22,undefined,Instant Savings,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
48157,19294,2022-01-30T00:00:00.000+0000,2022-02-05T00:00:00.000+0000,MS- (544H8A),HyperXAlloyCoreRGBHX-KB5ME2,4P4F5AA,320,HAMC-NA-X00622,Electronic Express Promotion 1/30/2022 - 2/05/2022,undefined,MIR,New Age,Approved,HyperX,UNKNOWN,UNKNOWN
41099,15476,2021-05-09T00:00:00.000+0000,2021-06-27T00:00:00.000+0000,7T- (7CC62AA),HP OfficeJet Pro 9025 AiO Printer,1MR66A,833,11552,MICR ENVY/OJP/DJ EOL Sales Contest,MARKET DEVELOPMENT FUNDS,SPIFF,Microcenter,Approved,HPS HW,UNKNOWN,UNKNOWN
38139,14661,2020-11-01T00:00:00.000+0000,2020-11-30T00:00:00.000+0000,2Q- (7CC44AA),,,848.95,10952,New Age Stay Healthy - Oct - Dec 2020,Sales goal Attainment,Margin Enhancement,New Age,Approved,HPS HW,UNKNOWN,UNKNOWN
26645,8621,2020-03-01T00:00:00.000+0000,2020-03-31T00:00:00.000+0000,GP- (7CD00AA),,,8541.67,9762,1H20 Amazon SVS - Toner,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,HPS Toner,,
48155,19294,2022-01-30T00:00:00.000+0000,2022-02-05T00:00:00.000+0000,MS- (544H8A),HyperXFURYSSpeedHX-MPFS-S-XL,4P5Q8AA,80,HAMC-NA-X00622,Electronic Express Promotion 1/30/2022 - 2/05/2022,undefined,MIR,New Age,Approved,HyperX,UNKNOWN,UNKNOWN
57233,22584,2022-11-25T00:00:00.000+0000,2022-11-26T00:00:00.000+0000,MS- (544H8A),B09WSNWDP5,519U0AA,4.08,HAIS-AM-X00123,Amazon Promo 10-30 to 12-3-22,undefined,Instant Savings,Amazon,Approved,HyperX,UNKNOWN,UNKNOWN
56425,22428,2022-11-17T00:00:00.000+0000,2022-11-26T00:00:00.000+0000,2G- (7RB34A),X32,2V7V2AA,215077.5,AIS-BB-D10822,Best Buy Black Friday Monitors 2022,undefined,Instant Savings,Best Buy,Approved,PC,Holiday,Black_Friday
58521,23047,2022-11-27T00:00:00.000+0000,2022-12-03T00:00:00.000+0000,2N- (7CC42AA),DJ 4133e AiO,26Q92A,109590,12888,CP: EOL Funding - DJ 4133e,undefined,End Of Life,Best Buy,Approved,HPS HW,Program,Advertising
41863,15704,2021-07-15T00:00:00.000+0000,2021-07-31T00:00:00.000+0000,2Q- (7CC44AA),HP LaserJet Pro M15w Printer,W2G51A,5446.8,11671,CP: Price Increase True-Up,SPECIAL NEGOTIATED DISCOUNT,Stock return avoidance,Amazon,Cancelled,HPS HW,UNKNOWN,UNKNOWN
57801,22786,2022-08-01T00:00:00.000+0000,2022-08-31T00:00:00.000+0000,5M- (7CC52AA),,,3125,12204,HPS - Amazon A+ Premium - (Apr-Sep),undefined,Ad Funding,Amazon,Approved,HPS HW,,
41864,15704,2021-07-15T00:00:00.000+0000,2021-07-31T00:00:00.000+0000,2Q- (7CC44AA),HP LaserJet Pro MFP M29w Printer,Y5S53A,2652.2,11671,CP: Price Increase True-Up,SPECIAL NEGOTIATED DISCOUNT,Stock return avoidance,Amazon,Cancelled,HPS HW,UNKNOWN,UNKNOWN
29601,9925,2020-06-28T00:00:00.000+0000,2020-07-04T00:00:00.000+0000,4H- (7CC47AA),OJ 3830 AiO,K7V40A,4600,10641,OJ 3830 EOL Funding,EOL Program ,IR program,Best Buy,Approved,HPS HW,Program,Advertising
22592,7612,2019-09-01T00:00:00.000+0000,2019-09-07T00:00:00.000+0000,2Q- (7CC44AA),LJ Pro MFP M130nw,G3Q58A,16.5,8638,"Trade in and Recycle - HPS H2, 2019 ",SPECIAL NEGOTIATED DISCOUNT,IR program,Best Buy,Approved,HPS HW,Program,Other
46997,18705,2022-04-18T00:00:00.000+0000,2022-04-24T00:00:00.000+0000,2G- (7RB34A),M27F,2G3D3AA,335742,AIS-BB-D01522,Best Buy Monitor Cycle IRs_Q2 '22,undefined,Instant Savings,Best Buy,Approved,PC,UNKNOWN,UNKNOWN
52554,20930,2022-08-05T00:00:00.000+0000,2022-09-15T00:00:00.000+0000,2N- (7CC42AA),HP DeskJet 2755e,26K67A,7000,12596,Brandsmart Q4 FY2022 Funding,undefined,Pay for Performance 2nd Tier,New Age,Approved,HPS HW,Program,Advertising
41763,15679,2021-08-01T00:00:00.000+0000,2021-08-31T00:00:00.000+0000,GJ- (7CC96AA),,,152319.3,11676,Q4 21 Toner 1% CX Program,Sales goal Attainment,Margin Enhancement,Amazon,Approved,Toner,Program,Other
41766,15679,2021-08-01T00:00:00.000+0000,2021-08-31T00:00:00.000+0000,G0 - (7CC88AA),,,3286.53,11676,Q4 21 Toner 1% CX Program,Sales goal Attainment,Margin Enhancement,Amazon,Approved,Toner,Program,Other
57798,22786,2022-08-01T00:00:00.000+0000,2022-08-31T00:00:00.000+0000,2Q- (7CC44AA),,,1562.66,12204,HPS - Amazon A+ Premium - (Apr-Sep),undefined,Ad Funding,Amazon,Approved,HPS HW,,
56821,22500,2022-09-08T00:00:00.000+0000,2022-09-08T00:00:00.000+0000,1M- (4XM00A),TP01-2062,318L4AA,38791.17,AAD-AM-M04022,Amazon 2022 Gold Status Ad Support,undefined,Ad Funding,Amazon,Approved,PC,,
41093,15475,2021-01-01T00:00:00.000+0000,2021-06-30T00:00:00.000+0000,7T- (7CC62AA),,,121398.33,11215,H1 2021 IPS Growth Program,Sales goal Attainment,Margin Enhancement,Office Depot,Approved,HPS HW,,
39527,15023,2021-01-01T00:00:00.000+0000,2021-01-31T00:00:00.000+0000,GP- (7CD00AA),,,61067.46,11031,Q1 21 Toner 1% CX Program,Sales goal Attainment,Margin Enhancement,Amazon,Approved,Toner,Program,Other
50317,20009,2022-05-06T00:00:00.000+0000,2022-07-20T00:00:00.000+0000,KV- (4XM40A),17-cn0058cl,316H8UA,2025,AEL-2X-N07822,ROC $2.6M Notebook EOL FQ2'22,undefined,End Of Life,Sams Club,Approved,PC,UNKNOWN,UNKNOWN
41092,15475,2021-01-01T00:00:00.000+0000,2021-06-30T00:00:00.000+0000,5M- (7CC52AA),,,21488.06,11215,H1 2021 IPS Growth Program,Sales goal Attainment,Margin Enhancement,Office Depot,Approved,HPS HW,,
60372,23645,2022-12-01T00:00:00.000+0000,2022-12-31T00:00:00.000+0000,KV- (4XM40A),,,75000,AOM-AM-N03723,Amazon AMD MDF H123 (Q1_Q223),undefined,Other Peoples Money,Amazon,Reversed,PC,UNKNOWN,UNKNOWN
49532,19765,2022-07-11T00:00:00.000+0000,2022-07-11T00:00:00.000+0000,KV- (4XM40A),17-cr0013dx,66B42UA,75400,AIS-BB-N11422,BBY C2'22 Cycle IR Pappy,undefined,Instant Savings,Best Buy,Approved,PC,UNKNOWN,UNKNOWN
26099,8474,2020-04-19T00:00:00.000+0000,2020-05-02T00:00:00.000+0000,7T- (7CC62AA),,,25000,10423,USA Today ADS,MARKET DEVELOPMENT FUNDS,Ad Funding,Office Depot,Approved,HPS HW,Trad_media,Print
32783,12145,2020-07-29T00:00:00.000+0000,2020-07-31T00:00:00.000+0000,5M- (7CC52AA),HP Envy Pro 6455 AiO Printer,5SE45A,16000,10827,CP: HPS Office Product Page BIllboard,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,HPS HW,Program,Billboard
59649,23330,2023-01-08T00:00:00.000+0000,2023-01-14T00:00:00.000+0000,7T- (7CC62AA),,,15000,12914,ROPWeek2,undefined,Ad Funding,Office Depot,Approved,HPS HW,,
47125,18665,2022-05-28T00:00:00.000+0000,2022-05-28T00:00:00.000+0000,5M- (7CC52AA),,,115000,12234,Dot Com Growth Plan - Inkjet Mar-May,undefined,IR,Best Buy,Approved,HPS HW,,
42938,15980,2021-12-01T00:00:00.000+0000,2021-12-31T00:00:00.000+0000,GJ- (7CC96AA),,,5167.17,11998,H1 2022 Amazon SVS - Toner ,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,Toner,,
58717,23075,2022-12-01T00:00:00.000+0000,2022-12-31T00:00:00.000+0000,MS- (544H8A),,,7128.38,HAPF-AM-X00123,"Amazon US 2023 -  Retail Program, Base Accrual, SVS		",undefined,Stretch Goal,Amazon,Approved,HyperX,,
38283,14693,2020-12-01T00:00:00.000+0000,2020-12-26T00:00:00.000+0000,2N- (7CC42AA),,,82500,11149,ASP: HPS CE Targeted Showcase Dec 2020,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,HPS HW,Program,Showcase
51086,20467,2022-04-01T00:00:00.000+0000,2022-06-25T00:00:00.000+0000,IU- (7RB53A),,,895,12263,OfficeDepotCoopPaidSearchToner,undefined,Ad Funding,Office Depot,Approved,Toner,Search,Search
40224,15202,2021-05-02T00:00:00.000+0000,2021-05-02T00:00:00.000+0000,7T-(7CC62AA),HP OJ Pro 9025e,1G5M0A,5000,11369 ,Ad Funds - Inkjet Printers FY'22 H1 ,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS HW,Program,Advertising
38285,14693,2020-12-01T00:00:00.000+0000,2020-12-26T00:00:00.000+0000,7T- (7CC62AA),,,17500,11149,ASP: HPS CE Targeted Showcase Dec 2020,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,HPS HW,Program,Showcase
24709,8172,2019-11-01T00:00:00.000+0000,2019-12-31T00:00:00.000+0000,1N- (7CC38AA),,,350000,9635,Q1 HOL Mktg Activity - Ink,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,HPS INK,Holiday,Holiday
39257,14955,2021-01-05T00:00:00.000+0000,2021-01-31T00:00:00.000+0000,E5- (7CC77AA),,,7000,11232,Staples 2020 Partnership Agreement,Sales goal Attainment,Stretch Goal,Staples,Approved,Toner,UNKNOWN,UNKNOWN
51824,20758,2022-08-01T00:00:00.000+0000,2022-08-31T00:00:00.000+0000,MS- (544H8A),HyperXCloudIIRedKHX-HSCP-RD,4P5M0AA,220.8,HAIS-NA-X00722,Electronic Express Via NAE HX MC 6.1.22 to 8.31.22,undefined,Instant Savings,New Age,Approved,HyperX,UNKNOWN,UNKNOWN
32446,12098,2020-05-01T00:00:00.000+0000,2020-07-31T00:00:00.000+0000,GP- (7CD00AA),,,143615,,,,,,,,UNKNOWN,UNKNOWN
40550,15266,2021-01-01T00:00:00.000+0000,2021-03-31T00:00:00.000+0000,2N- (7CC42AA),,,399.46,11251,New Age Stay Healthy - Jan - March 2021,Sales goal Attainment,Margin Enhancement,New Age,Cancelled,HPS HW,UNKNOWN,UNKNOWN
58732,22889,2022-11-02T00:00:00.000+0000,2022-12-27T00:00:00.000+0000,KV- (4XM40A),599493429,5T9T6UA,321609,AEL-2X-N10022,FQ3'22 Notebook EOL Program,undefined,End Of Life,Wal-Mart,Approved,PC,Program,Other
55298,21972,2022-11-13T00:00:00.000+0000,2022-11-19T00:00:00.000+0000,GC - (7CC91AA),Smart Tank 6001,2H0B9A,90,12680,Recycle Program - Tanks,undefined,MIR,Best Buy,Approved,HPS HW,Program,Other
49969,19991,2022-05-06T00:00:00.000+0000,2022-07-20T00:00:00.000+0000,KV- (4XM40A),14A-NA0051CL,43N60UA,71220,AEL-2X-N01422,Notebook EOL FQ1'22,undefined,End Of Life,Sams Club,Cancelled,PC,UNKNOWN,UNKNOWN
49775,19875,2022-07-03T00:00:00.000+0000,2022-07-04T00:00:00.000+0000,1M- (4XM00A),GT21-0024,575M5AA,6375,AIS-BB-D04622,Best Buy Cycle IRs_Gaming Towers_Q3'22,undefined,Instant Savings,Best Buy,Approved,PC,UNKNOWN,UNKNOWN
50045,19846,2022-07-03T00:00:00.000+0000,2022-07-30T00:00:00.000+0000,7T- (7CC62AA),,,4000,12411,Retargeting - Inkjet Jun-Aug,undefined,Ad Funding,Best Buy,Approved,HPS HW,Display,Display
25564,8362,2020-03-01T00:00:00.000+0000,2020-04-04T00:00:00.000+0000,IR -(7RB50A),HP Neverstop Laser MFP 1202w Printer,5HG92A,10000,10327,"TIN Program: M283fdw, Neverstop 1001, 1202",MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS HW,Program,TIN
42821,15969,2021-12-06T00:00:00.000+0000,2021-12-12T00:00:00.000+0000,5M- (7CC52AA),HP Envy Inspire 7955e All-in-One,1W2Y8A,30000,11885,Ad Funds - Inkjet Printers Dec-Feb,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS HW,Program,Advertising
42827,15969,2021-12-20T00:00:00.000+0000,2021-12-26T00:00:00.000+0000,2N- (7CC42AA),HP DeskJet 2755e,26K67A,30000,11885,Ad Funds - Inkjet Printers Dec-Feb,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS HW,Program,Advertising
42996,16000,2022-01-16T00:00:00.000+0000,2022-01-22T00:00:00.000+0000,DU- (7CC74AA),,,7000,12027,USA Today Adv- Week 4 ,MARKET DEVELOPMENT FUNDS,Ad Funding,Office Depot,Approved,HPS HW,Trad_media,Print
59172,23149,2022-10-02T00:00:00.000+0000,2022-10-29T00:00:00.000+0000,MS- (544H8A),,,17500,HAOR-BB-X00122,BBY PC - Brand Advocate - Mar 2022 thru  Feb ,undefined,MIR,Best Buy,Approved,HyperX,Program,Brand_building
56344,22398,2022-10-20T00:00:00.000+0000,2022-11-21T00:00:00.000+0000,MS- (544H8A),,,5148.48,HAOR-NA-X00123,Electronic Express Sales Focused Program 10/20/2022 - 12/31/2022,undefined,Other Retailer Payments,New Age,Approved,HyperX,Program,Other
32538,12106,2020-06-14T00:00:00.000+0000,2020-06-20T00:00:00.000+0000,IF- (7CD16AA),,,64.8,10461,ASP New Age Stay Healthy - April - June 2020,Sales goal Attainment,Margin Enhancement,New Age,Approved,HPS HW,Program,Other
29602,8812,2019-12-08T00:00:00.000+0000,2019-12-14T00:00:00.000+0000,4H- (7CC47AA),OJ 3830 AiO,K7V40A,1225,9422,Bundle Program - FY'20 Dec - Feb ,SPECIAL NEGOTIATED DISCOUNT,IR program,Best Buy,Approved,HPS HW,Program,Other
44687,17188,2022-01-01T00:00:00.000+0000,2022-01-31T00:00:00.000+0000,1N- (7CC38AA),,,8541.67,11997,H1 2022 Amazon AVS - Ink ,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,Ink and Media,,
36722,14276,2019-09-01T00:00:00.000+0000,2019-09-07T00:00:00.000+0000,GP- (7CD00AA),,,20000,9225,HP Toner Online Banner Ad ,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS Toner,Display,Banner
42829,15969,2021-12-27T00:00:00.000+0000,2022-01-01T00:00:00.000+0000,5M- (7CC52AA),HP Envy 6055e,223N1A,25000,11885,Ad Funds - Inkjet Printers Dec-Feb,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS HW,Program,Advertising
53096,21209,2022-03-01T00:00:00.000+0000,2022-03-31T00:00:00.000+0000,KV- (4XM40A),,,112499.12,AAD-AM-M04022,Amazon 2022 Gold Status Ad Support,undefined,Ad Funding,Amazon,Approved,PC,,
40955,15425,2021-06-01T00:00:00.000+0000,2021-06-30T00:00:00.000+0000,GP- (7CD00AA),,,40866.34,11456,Q3 '21 Targeted Retail Mktg - Toner,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,Toner,Program,Advertising
49163,19640,2022-06-26T00:00:00.000+0000,2022-06-30T00:00:00.000+0000,MS- (544H8A),HyperXPulsefireRaidBlackHX-MC005B,4P5Q3AA,1109.28,,,,,,,,UNKNOWN,UNKNOWN
50502,20221,2022-07-01T00:00:00.000+0000,2022-07-31T00:00:00.000+0000,MS- (544H8A),,,2832.81,HAPF-AM-X00122,"Amazon US – Retail Program, Base Accrual and SVS",undefined,Stretch Goal,Amazon,Approved,HyperX,,
40952,15425,2021-06-01T00:00:00.000+0000,2021-06-30T00:00:00.000+0000,G0 - (7CC88AA),,,1511.67,11456,Q3 '21 Targeted Retail Mktg - Toner,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,Toner,Program,Advertising
55652,22128,2022-10-31T00:00:00.000+0000,2022-11-26T00:00:00.000+0000,1M- (4XM00A),,,100000,AAD-BB-D13822,Best Buy 1H'23 Ryzen 5 AIO End Cap,undefined,Ad Funding,Best Buy,Approved,PC,Program,Endcap
24142,7996,2018-05-19T00:00:00.000+0000,2018-05-19T00:00:00.000+0000,4H- (7CC47AA),OJ 4652 AiO,F1J02A,7771.92,8694,EOL: ENVY 4512 & OJ 4652 Mark Down,EOL Program ,End Of Life,Wal-Mart,Approved,HPS HW,UNKNOWN,UNKNOWN
23765,7903,2020-01-19T00:00:00.000+0000,2020-01-25T00:00:00.000+0000,4H- (7CC47AA),HP OfficeJet 5255 All-in-One Printer,M2U75A,20000,9008,Ad Funds - Inkjet Printers FY'20 H12 ,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS HW,Program,Advertising
27041,8664,2020-04-01T00:00:00.000+0000,2020-04-30T00:00:00.000+0000,5T- (7CC54AA),,,4425.35,10287,Staples Master Agreement - Captis,Sales goal Attainment,Margin Enhancement,Staples,Approved,OPS Toner,,
59373,23204,2022-06-26T00:00:00.000+0000,2022-12-24T00:00:00.000+0000,L9- (390S5AA),,,122.31,12474,Staples 2H 2022 Adoption Benefit,undefined,Margin Enhancement,Staples,Approved,HPS HW,Program,Advertising
39281,14961,2021-01-31T00:00:00.000+0000,2021-02-27T00:00:00.000+0000,7T- (7CC62AA),,,11594.2,10798 ,Sponsored Products - Inkjet printers - H2,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS HW,Search,Sponsored_product
60280,23432,2022-10-01T00:00:00.000+0000,2022-10-31T00:00:00.000+0000,GK- (7CC97AA),,,227,12390,H2 2022 Amazon AVS - Toner,undefined,Ad Funding,Amazon,Approved,Toner,,
60296,23619,2022-11-27T00:00:00.000+0000,2022-12-31T00:00:00.000+0000,MS- (544H8A),,,184407.2,HAPF-BB-X00122,Best Buy 4.5% Retail Program Console Class 99 Feb',undefined,Pay for Performance 2nd Tier,Best Buy,Clarification,HyperX,Program,Other
27658,8827,2020-05-01T00:00:00.000+0000,2020-05-31T00:00:00.000+0000,GM- (7CC99AA),,,12.45,10520,Q3 20 CX 1% Ink Program,Sales goal Attainment,Margin Enhancement,Amazon,Approved,OPS INK,Program,Other
49158,19640,2022-06-26T00:00:00.000+0000,2022-06-30T00:00:00.000+0000,MS- (544H8A),HyperXPulsefireDartBlackHX-MC006B,4P5Q4AA,2974.4,,,,,,,,UNKNOWN,UNKNOWN
59369,23204,2022-06-26T00:00:00.000+0000,2022-12-24T00:00:00.000+0000,2Q- (7CC44AA),,,53144.05,12474,Staples 2H 2022 Adoption Benefit,undefined,Margin Enhancement,Staples,Approved,HPS HW,Program,Advertising
23767,7903,2020-01-19T00:00:00.000+0000,2020-01-25T00:00:00.000+0000,7T- (7CC62AA),HP OfficeJet Pro 9025 AiO Printer,1MR66A,20000,9008,Ad Funds - Inkjet Printers FY'20 H12 ,MARKET DEVELOPMENT FUNDS,Ad Funding,Best Buy,Approved,HPS HW,Program,Advertising
51766,20753,2022-01-30T00:00:00.000+0000,2022-02-05T00:00:00.000+0000,MS- (544H8A),HyperXAlloyOriginsCoreHX-KB7BLX,4P5P2AA,174,HAIS-MC-X00322,Micro Center Feb Promo 1/30/2022-2/26/2022,undefined,Instant Savings,Microcenter,Approved,HyperX,UNKNOWN,UNKNOWN
51803,20753,2022-02-13T00:00:00.000+0000,2022-02-19T00:00:00.000+0000,MS- (544H8A),HyperXPuddingKeycapsHKCPXA-BK/G,4P5P4AA,78,HAIS-MC-X00322,Micro Center Feb Promo 1/30/2022-2/26/2022,undefined,Instant Savings,Microcenter,Approved,HyperX,UNKNOWN,UNKNOWN
47851,19172,2022-04-04T00:00:00.000+0000,2022-04-10T00:00:00.000+0000,2G- (7RB34A),OMEN27I,8AC94AA,40016,AIS-BB-D01522,Best Buy Monitor Cycle IRs_Q2 '22,undefined,Instant Savings,Best Buy,Approved,PC,UNKNOWN,UNKNOWN
51767,20753,2022-02-13T00:00:00.000+0000,2022-02-19T00:00:00.000+0000,MS- (544H8A),HyperXAlloyElite2RedHKBE2X-1X-/G,4P5N3AA,361,HAIS-MC-X00322,Micro Center Feb Promo 1/30/2022-2/26/2022,undefined,Instant Savings,Microcenter,Approved,HyperX,UNKNOWN,UNKNOWN
47166,18875,2022-05-01T00:00:00.000+0000,2022-05-28T00:00:00.000+0000,5M- (7CC52AA),,,32000,12246,Always On Banners April-May,undefined,Ad Funding,Best Buy,Approved,HPS HW,Display,Banner
46969,18747,null,2022-04-30T00:00:00.000+0000,1M- (4XM00A),,,200000,AAD-BB-D04422,Best Buy Deal of the Day FQ3 DeskTops,undefined,Ad Funding,Best Buy,Approved,PC,Program,Other
50854,20355,2022-04-01T00:00:00.000+0000,2022-06-30T00:00:00.000+0000,1M- (4XM00A),,,8025.63,AAD-DH-M12421,D&H Bluestem H122 Ad Support,undefined,Ad Funding,D&H,Approved,PC,,
51814,20753,2022-02-13T00:00:00.000+0000,2022-02-19T00:00:00.000+0000,MS- (544H8A),HyperXCloudFlightSHX-HSCFS-SG/WW,4P5L5AA,220,HAIS-MC-X00322,Micro Center Feb Promo 1/30/2022-2/26/2022,undefined,Instant Savings,Microcenter,Approved,HyperX,UNKNOWN,UNKNOWN
27021,8690,2019-11-01T00:00:00.000+0000,2019-11-01T00:00:00.000+0000,8A- (7CC63AA),HP LaserJet Pro MFP M428fdw Printer,W1A30A,3150,9598,OPS - Amazon Printer Store Blbd - PW/400,MARKET DEVELOPMENT FUNDS,Ad Funding,Amazon,Approved,OPS HW,Program,Billboard
41002,15441,null,null,,,,0,,,,,,,,UNKNOWN,UNKNOWN
51802,20753,2022-02-13T00:00:00.000+0000,2022-02-19T00:00:00.000+0000,MS- (544H8A),HyperXFURYSSpeedHX-MPFS-S-L,4P5Q6AA,20,HAIS-MC-X00322,Micro Center Feb Promo 1/30/2022-2/26/2022,undefined,Instant Savings,Microcenter,Approved,HyperX,UNKNOWN,UNKNOWN
25977,8444,2020-03-15T00:00:00.000+0000,2020-03-21T00:00:00.000+0000,2N- (7CC42AA),DJ 2655 AiO (White),V1N04A,6,9815,"Trade in and Recycle - Jan-Mar, 2020",SPECIAL NEGOTIATED DISCOUNT,MIR,Best Buy,Reversed,HPS HW,Program,Other
50853,20355,2022-04-01T00:00:00.000+0000,2022-06-30T00:00:00.000+0000,2G- (7RB34A),,,2386.18,AAD-DH-M12421,D&H Bluestem H122 Ad Support,undefined,Ad Funding,D&H,Approved,PC,,
